Player,Player_Id,Nation,Pos,Age,Born,Squad,Comp,Gls,Gls_rank,Gls_norm,Ast,Ast_rank,Ast_norm,xG,xG_rank,xG_norm,npxG,npxG_rank,npxG_norm,xAG,xAG_rank,xAG_norm,PrgC,PrgC_rank,PrgC_norm,PrgP,PrgP_rank,PrgP_norm,Sh,Sh_rank,Sh_norm,Sh/90,Sh/90_rank,Sh/90_norm,SoT,SoT_rank,SoT_norm,SoT/90,SoT/90_rank,SoT/90_norm,G/Sh,G/Sh_rank,G/Sh_norm,KP,KP_rank,KP_norm,PPA,PPA_rank,PPA_norm,Tkl,Tkl_rank,Tkl_norm,Tkl%,Tkl%_rank,Tkl%_norm,Int,Int_rank,Int_norm,SCA,SCA_rank,SCA_norm,SCA90,SCA90_rank,SCA90_norm,Carries,Carries_rank,Carries_norm,PrgDist_stats_possession,PrgDist_stats_possession_rank,PrgDist_stats_possession_norm,Recov,Recov_rank,Recov_norm,total_minutes,total_minutes_rank,total_minutes_norm,image_url,sub_position,market_value
Jordan Pickford,130164,England,GK,30,1994,Everton,GB1,0,1231,0,1,742,0.055555556,0,1876,0,0,1875,0,0.4,1415,0.028169014,0,1949,0,0,2058,0,0,1941,0,0,1931,0,0,1706,0,0,1693,0,,,,2,1690,0.021052632,8,980,0.072072072,1,1951,0.008130081,50,1019,0.5,1,1767,0.013888889,13,1471,0.064356436,0.34,1934,0.002725219,989,231,0.4122551062942893,3568,97,0.4863685932388222,36,1409,0.1417322834645669,2790,1,1,https://img.a.transfermarkt.technology/portrait/header/130164-1668499964.jpg?lm=1,Goalkeeper,20000000
Jordan Teze,364245,Netherlands,DF,24,1999,Monaco,FR1,1,812,0.032258065,0,1207,0,1.2,948,0.044280443,1.2,930,0.05,1.5,725,0.1056338028169014,9,1427,0.042253521,31,1312,0.085635359,5,1514,0.032894737,0.79,1172,0.035111111,2,1260,0.026666667,0.32,902,0.014349191,0.2,180,0.2,13,847,0.1368421052631579,9,911,0.081081081,18,1161,0.1463414634146341,43.8,1350,0.4379999999999999,6,1246,0.083333333,19,1242,0.094059406,3.01,515,0.024126205,171,1715,0.0712797,452,1649,0.061613959,29,1545,0.1141732283464567,375,1766,0.1344086021505376,https://img.a.transfermarkt.technology/portrait/header/364245-1707214531.jpg?lm=1,Right-Back,12000000
Jordan Veretout,164771,France,MF,31,1993,Lyon,FR1,2,564,0.064516129,0,1207,0,1.9,700,0.070110701,1.9,674,0.079166667,0.6,1261,0.042253521,35,537,0.1643192488262911,99,399,0.2734806629834254,21,680,0.1381578947368421,1.22,859,0.054222222,9,459,0.12,0.52,641,0.023317435,0.1,675,0.1,13,847,0.1368421052631579,12,727,0.1081081081081081,30,738,0.2439024390243902,42.5,1422,0.425,5,1329,0.069444444,36,772,0.1782178217821782,2.09,957,0.016752083,597,757,0.2488536890370987,1362,874,0.18565976,88,578,0.3464566929133858,1325,960,0.4749103942652329,https://img.a.transfermarkt.technology/portrait/header/164771-1666815169.jpg?lm=1,Central Midfield,5000000
Jordan Zemura,633530,Zimbabwe,DF,24,1999,Udinese,IT1,1,812,0.032258065,2,465,0.1111111111111111,1,1049,0.036900369,1,1031,0.041666667,1,988,0.070422535,25,767,0.1173708920187793,42,1101,0.1160220994475138,14,961,0.092105263,0.8900000000000001,1077,0.039555556,3,1078,0.04,0.19,1197,0.008519832,0.07,908,0.07,11,953,0.1157894736842105,15,582,0.1351351351351351,31,707,0.2520325203252032,58.6,713,0.586,16,628,0.2222222222222222,30,924,0.1485148514851485,1.91,1059,0.01530932,403,1150,0.1679866611087953,1080,1089,0.1472191930207197,60,982,0.2362204724409448,1260,1007,0.4516129032258064,https://img.a.transfermarkt.technology/portrait/header/633530-1730184134.jpg?lm=1,Left-Back,5000000
Jordy Makengo,815078,France,DF,22,2001,Freiburg,DE1,0,1231,0,0,1207,0,0,1876,0,0,1875,0,0.2,1580,0.014084507,9,1427,0.042253521,15,1627,0.041436464,0,1941,0,0,1931,0,0,1706,0,0,1693,0,,,,2,1690,0.021052632,5,1240,0.045045045,16,1243,0.1300813008130081,62.5,538,0.625,7,1162,0.097222222,9,1620,0.044554455,1.09,1575,0.008736732,203,1632,0.084618591,382,1718,0.052071974,26,1609,0.1023622047244094,288,1855,0.1032258064516129,https://img.a.transfermarkt.technology/portrait/header/815078-1691998545.jpg?lm=1,Left-Back,3000000
Jorge Cuenca,494880,Spain,DF,24,1999,Fulham,GB1,0,1231,0,0,1207,0,0,1876,0,0,1875,0,0,1854,0,0,1949,0,10,1744,0.027624309,1,1845,0.006578947,0.26,1778,0.011555556,0,1706,0,0,1693,0,0,1194,0,0,1952,0,0,1887,0,6,1700,0.048780488,37.5,1574,0.375,2,1621,0.027777778,1,2021,0.004950495,0.26,1968,0.002083991,89,1938,0.037098791,140,2006,0.019083969,10,1937,0.039370079,259,1897,0.092831541,https://img.a.transfermarkt.technology/portrait/header/494880-1737920132.jpg?lm=1,Centre-Back,6000000
Jorge Herrando,555500,Spain,DF,23,2001,Osasuna,ES1,1,812,0.032258065,0,1207,0,1.2,948,0.044280443,1.2,930,0.05,0,1854,0,7,1521,0.03286385,38,1180,0.1049723756906077,12,1065,0.078947368,0.79,1172,0.035111111,3,1078,0.04,0.2,1172,0.008968244,0.08,824,0.08,0,1952,0,0,1887,0,17,1195,0.1382113821138211,60,629,0.6,12,840,0.1666666666666666,13,1471,0.064356436,0.86,1698,0.006893202,505,958,0.2105043768236765,1149,1032,0.1566248636859324,36,1409,0.1417322834645669,1004,1212,0.3598566308243727,https://img.a.transfermarkt.technology/portrait/header/555500-1732219992.jpg?lm=1,Centre-Back,4000000
Jorge Sáenz,340339,Spain,DF,27,1996,Leganés,ES1,1,812,0.032258065,0,1207,0,1.3,899,0.04797048,1.3,880,0.054166667,0.1,1698,0.007042254,5,1614,0.023474178,36,1216,0.099447514,8,1313,0.052631579,0.43,1583,0.019111111,3,1078,0.04,0.16,1289,0.007174595,0.13,470,0.13,2,1690,0.021052632,1,1707,0.009009009,37,547,0.3008130081300813,55,862,0.55,25,326,0.3472222222222222,10,1580,0.04950495,0.53,1863,0.004248136,579,790,0.2413505627344727,1292,924,0.1761177753544165,58,1014,0.2283464566929134,985,1226,0.3530465949820788,https://img.a.transfermarkt.technology/portrait/header/340339-1544697354.jpg?lm=1,Centre-Back,1200000
Jorge de Frutos,455181,Spain,"FW,MF",27,1997,Rayo Vallecano,ES1,6,193,0.1935483870967742,3,304,0.1666666666666666,6.3,183,0.2324723247232472,6.3,155,0.2625,3.4,278,0.2394366197183098,77,141,0.3615023474178404,44,1070,0.1215469613259668,52,160,0.3421052631578947,1.88,530,0.083555556,18,177,0.24,0.65,511,0.029146794,0.12,547,0.12,31,263,0.3263157894736842,28,246,0.2522522522522522,37,547,0.3008130081300813,30.4,1764,0.304,19,511,0.2638888888888889,62,332,0.3069306930693069,2.24,866,0.017954385,605,739,0.2521884118382659,2074,467,0.2827153762268266,111,336,0.437007874,2007,426,0.7193548387096774,https://img.a.transfermarkt.technology/portrait/header/455181-1613121992.jpg?lm=1,Right Winger,4000000
Jorginho,102017,Italy,MF,32,1991,Arsenal,GB1,0,1231,0,0,1207,0,0.1,1756,0.003690037,0.1,1755,0.004166667,0.4,1415,0.028169014,12,1277,0.056338028,48,999,0.1325966850828729,2,1764,0.013157895,0.26,1778,0.011555556,0,1706,0,0,1693,0,0,1194,0,3,1550,0.031578947,10,852,0.09009009,12,1416,0.097560976,40,1491,0.4,7,1162,0.097222222,12,1505,0.059405941,1.54,1301,0.01234364,302,1390,0.125885786,874,1256,0.1191384950926935,55,1052,0.2165354330708661,614,1561,0.2200716845878136,https://img.a.transfermarkt.technology/portrait/header/102017-1682590896.jpg?lm=1,Defensive Midfield,8000000
Joris Chotard,624037,France,MF,22,2001,Montpellier,FR1,1,812,0.032258065,0,1207,0,1.3,899,0.04797048,1.3,880,0.054166667,0.5,1344,0.035211268,20,940,0.093896714,80,568,0.2209944751381215,19,761,0.125,0.9,1070,0.04,3,1078,0.04,0.14,1359,0.006277771,0.05,1062,0.05,7,1212,0.073684211,11,790,0.099099099,39,496,0.3170731707317073,43.5,1362,0.435,19,511,0.2638888888888889,24,1095,0.1188118811881188,1.2,1504,0.009618421,489,990,0.2038349312213422,970,1182,0.1322246455834242,90,547,0.3543307086614173,1598,750,0.5727598566308244,https://img.a.transfermarkt.technology/portrait/header/624037-1702663463.JPG?lm=1,Defensive Midfield,7000000
Josep Martinez,388516,Spain,GK,26,1998,Inter,IT1,0,1231,0,0,1207,0,0,1876,0,0,1875,0,0.1,1698,0.007042254,0,1949,0,0,2058,0,0,1941,0,0,1931,0,0,1706,0,0,1693,0,,,,1,1806,0.010526316,0,1887,0,0,2029,0,,,,0,1925,0,1,2021,0.004950495,0.2,1998,0.00160307,176,1700,0.073363902,344,1756,0.046892039,4,2068,0.015748031,270,1876,0.096774194,https://img.a.transfermarkt.technology/portrait/header/388516-1686153132.jpg?lm=1,Goalkeeper,12000000
Joseph Aidoo,358250,Ghana,DF,28,1995,Valladolid,ES1,0,1231,0,0,1207,0,0,1876,0,0,1875,0,0,1854,0,1,1870,0.004694836,15,1627,0.041436464,1,1845,0.006578947,0.15,1880,0.006666667,0,1706,0,0,1693,0,0,1194,0,0,1952,0,2,1568,0.018018018,6,1700,0.048780488,66.7,349,0.667,5,1329,0.069444444,1,2021,0.004950495,0.15,2031,0.001202303,266,1476,0.1108795331388078,686,1416,0.09351145,26,1609,0.1023622047244094,276,1867,0.098924731,https://img.a.transfermarkt.technology/portrait/header/358250-1496923402.jpg?lm=1,Centre-Back,1400000
Joseph Okumu,453376,Kenya,DF,27,1997,Reims,FR1,1,812,0.032258065,0,1207,0,1,1049,0.036900369,1,1031,0.041666667,0.1,1698,0.007042254,18,1015,0.084507042,116,267,0.3204419889502762,12,1065,0.078947368,0.64,1331,0.028444444,2,1260,0.026666667,0.11,1452,0.004932534,0.08,824,0.08,4,1466,0.042105263,4,1337,0.036036036,30,738,0.2439024390243902,62.5,538,0.625,25,326,0.3472222222222222,25,1067,0.1237623762376237,1.33,1421,0.010660416,710,579,0.2959566486035848,2624,278,0.3576881134133042,94,501,0.3700787401574803,1429,869,0.5121863799283154,https://img.a.transfermarkt.technology/portrait/header/453376-1723832031.png?lm=1,Centre-Back,7000000
Josha Vagnoman,448258,Germany,"DF,MF",23,2000,Stuttgart,DE1,1,812,0.032258065,1,742,0.055555556,1.5,827,0.055350554,1.5,805,0.0625,2.1,520,0.147887324,24,801,0.1126760563380281,47,1015,0.1298342541436464,15,922,0.098684211,0.74,1229,0.032888889,6,696,0.08,0.29,962,0.013003954,0.07,908,0.07,22,474,0.231578947,18,488,0.1621621621621621,26,868,0.2113821138211382,50,1019,0.5,14,723,0.1944444444444444,29,953,0.1435643564356435,1.42,1373,0.011381798,541,871,0.2255106294289287,966,1187,0.1316793893129771,92,527,0.3622047244094488,1705,664,0.6111111111111112,https://img.a.transfermarkt.technology/portrait/header/448258-1691999620.jpg?lm=1,Right-Back,12000000
Joshua Kimmich,161056,Germany,MF,29,1995,Bayern Munich,DE1,3,403,0.096774194,7,55,0.3888888888888889,1.8,721,0.066420664,1.8,697,0.075,7.4,32,0.5211267605633804,51,319,0.2394366197183098,362,1,1,34,362,0.2236842105263158,1.07,948,0.047555556,10,413,0.1333333333333333,0.32,902,0.014349191,0.09,750,0.09,83,7,0.8736842105263158,53,39,0.4774774774774775,47,329,0.3821138211382114,60,629,0.6,25,326,0.3472222222222222,159,9,0.7871287128712872,5.03,84,0.040317214,2399,1,1,5197,12,0.7084242093784079,190,15,0.7480314960629921,2307,191,0.8268817204301075,https://img.a.transfermarkt.technology/portrait/header/161056-1700039639.jpg?lm=1,Defensive Midfield,50000000
Joshua King,91059,Norway,"FW,MF",32,1992,Toulouse,FR1,6,193,0.1935483870967742,3,304,0.1666666666666666,6.9,161,0.2546125461254612,6.9,130,0.2875,2.4,457,0.1690140845070422,42,427,0.1971830985915492,38,1180,0.1049723756906077,53,151,0.3486842105263157,2.69,213,0.1195555555555555,20,140,0.2666666666666666,1.08,182,0.048428519,0.12,547,0.12,20,540,0.2105263157894736,12,727,0.1081081081081081,18,1161,0.1463414634146341,41.7,1443,0.417,7,1162,0.097222222,39,701,0.193069307,1.67,1211,0.013385636,351,1276,0.1463109629012088,1144,1037,0.1559432933478735,65,895,0.2559055118110236,1303,979,0.4670250896057347,https://img.a.transfermarkt.technology/portrait/header/91059-1696447644.png?lm=1,Centre-Forward,2000000
Joshua Zirkzee,435648,Netherlands,"FW,MF",23,2001,Manchester Utd,GB1,3,403,0.096774194,1,742,0.055555556,4.8,258,0.1771217712177121,4.8,234,0.1999999999999999,1.5,725,0.1056338028169014,14,1190,0.0657277,44,1070,0.1215469613259668,28,470,0.1842105263157894,1.8000000000000005,568,0.08,11,374,0.1466666666666666,0.71,455,0.031837267,0.11,595,0.11,12,897,0.1263157894736842,6,1147,0.054054054,14,1318,0.1138211382113821,50,1019,0.5,6,1246,0.083333333,31,900,0.1534653465346534,1.99,1015,0.015950548,327,1326,0.1363067944977073,523,1585,0.071292257,57,1029,0.2244094488188976,1339,948,0.4799283154121864,https://img.a.transfermarkt.technology/portrait/header/435648-1651087961.jpg?lm=1,Centre-Forward,35000000
Josip Juranovi_,362977,Croatia,"DF,MF",28,1995,Union Berlin,DE1,0,1231,0,1,742,0.055555556,0.3,1550,0.011070111,0.3,1547,0.0125,1.8,623,0.1267605633802817,19,977,0.089201878,52,925,0.143646409,6,1441,0.039473684,0.47,1523,0.020888889,2,1260,0.026666667,0.16,1289,0.007174595,0,1194,0,27,334,0.2842105263157894,22,385,0.1981981981981982,21,1061,0.1707317073170731,40,1491,0.4,7,1162,0.097222222,51,492,0.2524752475247525,3.97,208,0.031820942,307,1378,0.1279699874947895,797,1324,0.1086423118865867,62,944,0.2440944881889764,990,1222,0.3548387096774194,https://img.a.transfermarkt.technology/portrait/header/362977-1691614466.jpg?lm=1,Right-Back,4000000
Josip Staniši_,483046,Croatia,DF,24,2000,Bayern Munich,DE1,0,1231,0,2,465,0.1111111111111111,0.3,1550,0.011070111,0.3,1547,0.0125,1.5,725,0.1056338028169014,20,940,0.093896714,76,615,0.2099447513812154,2,1764,0.013157895,0.21,1831,0.009333333,0,1706,0,0,1693,0,0,1194,0,14,796,0.1473684210526315,12,727,0.1081081081081081,13,1359,0.1056910569105691,46.7,1252,0.467,6,1246,0.083333333,23,1127,0.1138613861386138,2.36,791,0.018916227,533,893,0.2221759066277615,1611,713,0.2196019629225736,64,907,0.2519685039370078,361,1776,0.1293906810035842,https://img.a.transfermarkt.technology/portrait/header/483046-1716966862.jpg?lm=1,Right-Back,28000000
Josué Casimir,763182,Guadeloupe,"FW,MF",22,2001,Le Havre,FR1,4,310,0.1290322580645161,4,187,0.2222222222222222,3.3,419,0.1217712177121771,3.3,382,0.1374999999999999,3.4,278,0.2394366197183098,71,169,0.3333333333333333,41,1123,0.1132596685082873,27,498,0.1776315789473684,1.22,859,0.054222222,9,459,0.12,0.41,775,0.018384901,0.15,350,0.15,26,363,0.2736842105263158,13,678,0.1171171171171171,37,547,0.3008130081300813,50,1019,0.5,7,1162,0.097222222,60,354,0.297029703,2.7,633,0.021641447,465,1046,0.1938307628178407,1680,674,0.2290076335877862,83,642,0.326771654,1468,845,0.5261648745519714,https://img.a.transfermarkt.technology/portrait/header/763182-1661006947.jpg?lm=1,Right Winger,3500000
José Campaña,120095,Spain,MF,31,1993,Las Palmas,ES1,0,1231,0,3,304,0.1666666666666666,0.1,1756,0.003690037,0.1,1755,0.004166667,0.9,1052,0.063380282,11,1330,0.051643192,87,508,0.2403314917127071,5,1514,0.032894737,0.38,1650,0.016888889,3,1078,0.04,0.23,1089,0.010313481,0,1194,0,14,796,0.1473684210526315,12,727,0.1081081081081081,21,1061,0.1707317073170731,55,862,0.55,19,511,0.2638888888888889,39,701,0.193069307,2.95,538,0.023645284,478,1014,0.1992496873697374,988,1171,0.1346782988004362,84,632,0.3307086614173228,1079,1153,0.3867383512544803,https://img.a.transfermarkt.technology/portrait/header/120095-1601644816.jpg?lm=1,Central Midfield,1000000
José Gragera,557147,Spain,MF,23,2000,Espanyol,ES1,0,1231,0,0,1207,0,0,1876,0,0,1875,0,0,1854,0,1,1870,0.004694836,14,1649,0.038674033,2,1764,0.013157895,0.32,1719,0.014222222,0,1706,0,0,1693,0,0,1194,0,1,1806,0.010526316,0,1887,0,25,912,0.2032520325203252,52.9,944,0.529,5,1329,0.069444444,7,1712,0.034653465,1.11,1560,0.008897039,119,1851,0.049604002,216,1896,0.029443839,18,1751,0.070866142,569,1604,0.2039426523297491,https://img.a.transfermarkt.technology/portrait/header/557147-1664207582.jpg?lm=1,Central Midfield,2000000
José Luis Palomino,125020,Argentina,DF,34,1990,Cagliari,IT1,1,812,0.032258065,0,1207,0,0.5,1383,0.018450185,0.5,1376,0.020833333,0,1854,0,4,1676,0.018779343,35,1237,0.096685083,2,1764,0.013157895,0.17,1870,0.007555556,1,1464,0.013333333,0.08,1542,0.003587298,0.5,6,0.5,1,1806,0.010526316,2,1568,0.018018018,27,832,0.2195121951219512,71.4,257,0.7140000000000001,22,405,0.3055555555555556,7,1712,0.034653465,0.58,1830,0.004648903,384,1199,0.1600666944560233,735,1374,0.1001908396946564,50,1142,0.1968503937007874,635,1534,0.2275985663082437,https://img.a.transfermarkt.technology/portrait/header/125020-1663582906.jpg?lm=1,Centre-Back,700000
José María Giménez,250845,Uruguay,DF,29,1995,Atlético Madrid,ES1,0,1231,0,1,742,0.055555556,0.4,1458,0.014760148,0.4,1452,0.016666667,0.2,1580,0.014084507,3,1728,0.014084507,64,759,0.1767955801104972,5,1514,0.032894737,0.2299999999999999,1824,0.010222222,1,1464,0.013333333,0.05,1634,0.002242061,0,1194,0,2,1690,0.021052632,0,1887,0,26,868,0.2113821138211382,60.7,618,0.607,27,271,0.375,7,1712,0.034653465,0.32,1941,0.002564912,1006,215,0.4193413922467695,2336,359,0.3184296619411123,78,695,0.3070866141732283,1634,724,0.5856630824372759,https://img.a.transfermarkt.technology/portrait/header/250845-1664970029.jpg?lm=1,Centre-Back,20000000
José Sá,249994,Portugal,GK,31,1993,Wolves,GB1,0,1231,0,0,1207,0,0,1876,0,0,1875,0,0.2,1580,0.014084507,0,1949,0,2,1948,0.005524862,0,1941,0,0,1931,0,0,1706,0,0,1693,0,,,,3,1550,0.031578947,1,1707,0.009009009,2,1888,0.016260163,100,1,1,0,1925,0,5,1810,0.024752475,0.17,2008,0.00136261,630,693,0.2626094205919133,2483,317,0.3384678298800436,37,1391,0.1456692913385826,2160,304,0.7741935483870968,https://img.a.transfermarkt.technology/portrait/header/249994-1696600015.jpg?lm=1,Goalkeeper,8000000
Jota Silva,663244,Portugal,"FW,MF",24,1999,Nott'ham Forest,GB1,3,403,0.096774194,1,742,0.055555556,2.1,650,0.077490775,2.1,620,0.0875,2.9,361,0.204225352,21,907,0.098591549,18,1553,0.049723757,23,612,0.1513157894736842,2.42,298,0.1075555555555555,7,605,0.093333333,0.7399999999999999,431,0.033182504,0.13,470,0.13,14,796,0.1473684210526315,9,911,0.081081081,27,832,0.2195121951219512,22.2,1887,0.222,12,840,0.1666666666666666,29,953,0.1435643564356435,3.06,497,0.024526973,175,1701,0.072947061,632,1458,0.086150491,43,1282,0.1692913385826771,757,1437,0.2713261648745519,https://img.a.transfermarkt.technology/portrait/header/663244-1731056081.jpg?lm=1,Right Winger,14000000
João Félix,462250,Portugal,MF,24,1999,Milan,IT1,3,403,0.096774194,1,742,0.055555556,4.9,252,0.1808118081180811,4.9,224,0.2041666666666667,2.2,495,0.1549295774647887,41,446,0.1924882629107981,66,733,0.1823204419889502,49,182,0.3223684210526316,3.43,98,0.1524444444444444,13,297,0.1733333333333333,0.95,263,0.04259916,0.07,908,0.07,16,694,0.1684210526315789,19,453,0.1711711711711711,14,1318,0.1138211382113821,28.6,1784,0.286,4,1425,0.055555556,53,458,0.2623762376237624,4.14,176,0.033183552,468,1038,0.1950812838682784,1428,829,0.1946564885496183,52,1110,0.2047244094488189,850,1362,0.3046594982078853,https://img.a.transfermarkt.technology/portrait/header/462250-1668165358.jpg?lm=1,Second Striker,25000000
João Gomes,735570,Brazil,MF,23,2001,Wolves,GB1,3,403,0.096774194,1,742,0.055555556,2.9,470,0.1070110701107011,2.9,437,0.1208333333333333,1.2,865,0.084507042,59,247,0.2769953051643192,165,72,0.4558011049723757,35,347,0.2302631578947368,1.06,958,0.047111111,7,605,0.093333333,0.2099999999999999,1169,0.009416656,0.09,750,0.09,23,452,0.2421052631578947,24,325,0.2162162162162162,116,2,0.943089431,43.6,1358,0.436,25,326,0.3472222222222222,67,280,0.3316831683168317,2.03,995,0.016271162,1059,172,0.4414339308045019,2843,221,0.3875408942202835,200,7,0.7874015748031497,2442,121,0.875268817,https://img.a.transfermarkt.technology/portrait/header/735570-1675092223.jpg?lm=1,Central Midfield,40000000
João Neves,670681,Portugal,"MF,DF",19,2004,Paris S-G,FR1,3,403,0.096774194,8,30,0.4444444444444444,3,457,0.1107011070110701,3,419,0.125,4,204,0.2816901408450704,35,537,0.1643192488262911,144,123,0.3977900552486187,28,470,0.1842105263157894,1.37,774,0.060888889,11,374,0.1466666666666666,0.54,627,0.02421426,0.11,595,0.11,33,230,0.3473684210526316,22,385,0.1981981981981982,63,119,0.5121951219512195,60,629,0.6,23,376,0.3194444444444444,68,275,0.3366336633663366,3.32,409,0.026610964,1018,206,0.4243434764485202,2262,391,0.3083424209378408,123,234,0.484251969,1563,781,0.5602150537634408,https://img.a.transfermarkt.technology/portrait/header/670681-1701295511.jpg?lm=1,Defensive Midfield,65000000
João Palhinha,257455,Portugal,MF,29,1995,Bayern Munich,DE1,0,1231,0,0,1207,0,0.7,1242,0.025830258,0.7,1230,0.029166667,0.2,1580,0.014084507,3,1728,0.014084507,32,1300,0.08839779,10,1186,0.065789474,1.34,789,0.059555556,3,1078,0.04,0.3999999999999999,804,0.017936489,0,1194,0,4,1466,0.042105263,2,1568,0.018018018,20,1093,0.1626016260162601,68.8,319,0.688,4,1425,0.055555556,13,1471,0.064356436,1.74,1168,0.01394671,330,1321,0.137557316,383,1716,0.052208288,17,1778,0.066929134,653,1523,0.2340501792114695,https://img.a.transfermarkt.technology/portrait/header/257455-1684773447.jpg?lm=1,Defensive Midfield,40000000
João Pedro,626724,Brazil,"FW,MF",22,2001,Brighton,GB1,10,78,0.3225806451612903,6,85,0.3333333333333333,8.9,99,0.3284132841328413,5,221,0.2083333333333333,5,109,0.352112676,66,196,0.3098591549295774,78,593,0.2154696132596685,42,251,0.2763157894736842,1.94,507,0.086222222,15,239,0.2,0.69,480,0.030940443,0.12,547,0.12,30,274,0.3157894736842105,36,136,0.3243243243243243,16,1243,0.1300813008130081,36.4,1611,0.364,9,1021,0.125,72,244,0.3564356435643564,3.32,409,0.026610964,616,723,0.2567736556898707,1821,598,0.2482279171210469,59,996,0.2322834645669291,1802,585,0.6458781362007169,https://img.a.transfermarkt.technology/portrait/header/626724-1724792744.jpg?lm=1,Centre-Forward,50000000
Joël Schingtienne,707809,Belgium,DF,21,2002,Venezia,IT1,0,1231,0,0,1207,0,0,1876,0,0,1875,0,0.1,1698,0.007042254,5,1614,0.023474178,28,1355,0.077348066,0,1941,0,0,1931,0,0,1706,0,0,1693,0,,,,3,1550,0.031578947,2,1568,0.018018018,27,832,0.2195121951219512,63.2,519,0.632,14,723,0.1944444444444444,10,1580,0.04950495,0.8,1731,0.00641228,299,1395,0.1246352646936223,669,1431,0.091194111,49,1162,0.1929133858267716,690,1495,0.2473118279569892,https://img.a.transfermarkt.technology/portrait/header/707809-1713280148.png?lm=1,Centre-Back,3000000
Joël Veltman,111195,Netherlands,DF,32,1992,Brighton,GB1,0,1231,0,0,1207,0,0.5,1383,0.018450185,0.5,1376,0.020833333,0.5,1344,0.035211268,32,599,0.1502347417840375,85,523,0.2348066298342541,6,1441,0.039473684,0.3199999999999999,1729,0.014222222,1,1464,0.013333333,0.05,1634,0.002242061,0,1194,0,6,1297,0.063157895,9,911,0.081081081,43,415,0.3495934959349593,59.6,675,0.596,19,511,0.2638888888888889,23,1127,0.1138613861386138,1.22,1492,0.009778728,548,852,0.2284285118799499,1521,772,0.2073336968375136,68,849,0.2677165354330709,1647,707,0.5903225806451613,https://img.a.transfermarkt.technology/portrait/header/111195-1700650522.jpg?lm=1,Right-Back,7000000
Joško Gvardiol,475959,Croatia,DF,22,2002,Manchester City,GB1,5,246,0.1612903225806451,0,1207,0,4.6,278,0.1697416974169741,4.3,263,0.1791666666666666,2.1,520,0.147887324,91,99,0.4272300469483568,264,11,0.7292817679558011,40,275,0.2631578947368421,1.1,928,0.048888889,12,334,0.16,0.33,882,0.014797603,0.13,470,0.13,26,363,0.2736842105263158,20,433,0.1801801801801801,58,162,0.4715447154471545,52.5,960,0.525,44,51,0.6111111111111112,76,215,0.3762376237623762,2.09,957,0.016752083,1997,4,0.8324301792413505,6002,5,0.8181570338058888,137,151,0.5393700787401575,2650,36,0.949820789,https://img.a.transfermarkt.technology/portrait/header/475959-1713391602.jpg?lm=1,Left-Back,75000000
Juan Bernat,126719,Spain,"MF,DF",31,1993,Getafe,ES1,0,1231,0,2,465,0.1111111111111111,0.4,1458,0.014760148,0.4,1452,0.016666667,1.1,916,0.077464789,6,1569,0.028169014,22,1463,0.060773481,6,1441,0.039473684,0.52,1452,0.023111111,1,1464,0.013333333,0,1693,0,0,1194,0,11,953,0.1157894736842105,8,980,0.072072072,28,802,0.2276422764227642,58.3,722,0.583,3,1528,0.041666667,18,1275,0.089108911,1.29,1452,0.010339802,231,1562,0.096290121,358,1744,0.048800436,39,1361,0.1535433070866141,614,1561,0.2200716845878136,https://img.a.transfermarkt.technology/portrait/header/126719-1672304606.jpg?lm=1,Left-Back,2500000
Juan Berrocal,461843,Spain,DF,25,1999,Getafe,ES1,0,1231,0,0,1207,0,0.4,1458,0.014760148,0.4,1452,0.016666667,0,1854,0,1,1870,0.004694836,25,1412,0.069060773,4,1609,0.026315789,0.34,1701,0.015111111,0,1706,0,0,1693,0,0,1194,0,1,1806,0.010526316,2,1568,0.018018018,14,1318,0.1138211382113821,71.4,257,0.7140000000000001,15,673,0.2083333333333333,6,1752,0.02970297,0.51,1866,0.004087829,196,1647,0.081700709,390,1706,0.053162486,35,1429,0.1377952755905512,813,1386,0.2913978494623656,https://img.a.transfermarkt.technology/portrait/header/461843-1626938167.jpg?lm=1,Centre-Back,1800000
Juan Cruz,585700,Spain,"FW,MF",24,2000,Leganés,ES1,5,246,0.1612903225806451,4,187,0.2222222222222222,2.7,509,0.099630996,2.7,476,0.1125,4.1,198,0.2887323943661972,59,247,0.2769953051643192,66,733,0.1823204419889502,33,379,0.2171052631578947,1.32,796,0.058666667,14,267,0.1866666666666666,0.56,607,0.025111084,0.15,350,0.15,24,417,0.2526315789473684,32,187,0.2882882882882883,32,681,0.2601626016260163,48.6,1198,0.486,13,777,0.1805555555555555,51,492,0.2524752475247525,2.03,995,0.016271162,543,867,0.2263443101292205,1661,690,0.2264176663031624,109,358,0.4291338582677165,1914,498,0.6860215053763441,https://img.a.transfermarkt.technology/portrait/header/585700-1667290065.jpg?lm=1,Left Winger,4000000
