Rk,Player,Nation,Pos,Squad,Comp,Age,Born,Gls,Ast,xG,npxG,xAG,npxG+xAG,G+A-PK,xG+xAG,PrgC,PrgP,PrgR,Sh,Sh/90,SoT,SoT/90,G/Sh,KP,PPA,Tkl,Tkl%,Int,SCA,SCA90,Carries,PrgDist_stats_possession,Recov
132,Waldemar Anton,de GER,DF,Dortmund,de Bundesliga,28,1996,2,2,1.7,1.7,0.8,2.5,0.18,0.11,32,117,28,19,0.88,3,0.14,0.11,6,6,34,73.9,30,41,1.9,1386,3497,122
133,Leandro Antonetti,pr PUR,FW,Sevilla,es La Liga,21,2003,0,0,0.1,0.1,0,0.2,0,0.54,1,0,3,1,3.21,1,3.21,0,1,0,0,,0,0,0,5,43,3
134,Kyllian Antonio,fr FRA,"DF,MF",Lens,fr Ligue 1,16,2008,0,0,0.1,0.1,0,0.1,0,0.03,1,0,0,1,0.65,0,0,0,0,0,3,33.3,3,1,0.65,82,132,5
135,Michail Antonio,jm JAM,FW,West Ham,eng Premier League,34,1990,1,1,2.2,2.2,1.6,3.8,0.22,0.41,29,18,59,19,2.05,4,0.43,0.05,9,6,2,66.7,0,22,2.37,173,695,22
136,Antoniu,es ESP,"FW,MF",Espanyol,es La Liga,21,2002,0,1,0.9,0.9,1.1,1.9,0.09,0.17,35,28,63,10,0.88,4,0.35,0,7,7,21,42.9,8,24,2.11,215,966,39
137,Antony,br BRA,"DF,MF",Manchester Utd,eng Premier League,24,2000,0,0,1,1,0.1,1.1,0,0.73,5,6,7,6,3.83,3,1.91,0,3,5,6,40,2,8,5.11,60,182,11
138,Antony,br BRA,FW,Betis,es La Liga,24,2000,5,2,2.9,2.9,3.5,6.3,0.46,0.42,94,67,157,43,2.84,17,1.12,0.12,36,43,25,36.4,10,77,5.09,663,2729,73
139,Anuar,ma MAR,"MF,FW",Valladolid,es La Liga,29,1995,2,0,1.7,1.7,1.2,2.9,0.1,0.15,24,30,68,11,0.58,5,0.26,0.18,7,3,38,53.6,18,25,1.31,359,834,71
140,Dennis Appiah,fr FRA,DF,Saint-_tienne,fr Ligue 1,32,1992,0,1,0.2,0.2,2.1,2.3,0.04,0.1,51,108,110,5,0.21,2,0.08,0,13,25,71,57.7,29,38,1.61,630,1650,90
141,Aritz Arambarri,es ESP,DF,Leganés,es La Liga,26,1998,0,0,0,0,0,0,0,0.01,0,2,0,1,0.51,0,0,0,0,0,1,100,3,1,0.51,44,137,4
142,Mauro Arambarri,uy URU,MF,Getafe,es La Liga,28,1995,10,0,8.2,5.8,0.6,6.5,0.24,0.3,17,75,55,53,1.79,16,0.54,0.13,17,4,48,45.8,15,54,1.83,534,863,137
143,Jon Aramburu,ve VEN,DF,Real Sociedad,es La Liga,22,2002,1,1,0.4,0.4,1.1,1.6,0.07,0.06,26,97,53,11,0.4,3,0.11,0.09,15,11,102,66,30,33,1.21,847,1502,127
144,Julian Araujo,mx MEX,DF,Bournemouth,eng Premier League,22,2001,0,0,0,0,0.1,0.1,0,0.01,4,14,22,0,0,0,0,,1,3,10,41.7,6,5,0.91,126,258,29
145,Ronald Araújo,uy URU,DF,Barcelona,es La Liga,25,1999,1,1,1,1,0.4,1.4,0.24,0.17,6,49,3,4,0.48,2,0.24,0.25,4,3,12,80,9,12,1.43,515,1731,27
146,Cameron Archer,eng ENG,FW,Southampton,eng Premier League,23,2001,2,0,5.7,4.9,0.5,5.4,0.12,0.39,22,14,66,28,1.75,10,0.62,0.07,5,7,13,22.2,2,20,1.25,226,564,35
147,Carlens Arcus,ht HAI,DF,Angers,fr Ligue 1,28,1996,0,1,0,0,1.4,1.4,0.04,0.06,39,70,79,3,0.13,0,0,0,17,20,52,60.7,27,37,1.63,566,1284,81
148,Alphonse Areola,fr FRA,GK,West Ham,eng Premier League,31,1993,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,2,66.7,0,3,0.12,601,1348,29
149,Adu Ares,es ESP,FW,Athletic Club,es La Liga,22,2001,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,,0,1,0,0,0,1,4.74,8,29,1
150,Jesús Areso,es ESP,DF,Osasuna,es La Liga,25,1999,0,3,0.2,0.2,3.5,3.7,0.09,0.11,101,106,203,8,0.23,0,0,0,30,50,53,69.6,8,73,2.13,904,2869,118
151,David Argüelles,es ESP,MF,Getafe,es La Liga,22,2002,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,,0,0,0,3,12,0
152,Joe Aribo,ng NGA,"MF,DF",Southampton,eng Premier League,28,1996,3,0,2.7,2.7,1.6,4.3,0.13,0.19,36,75,65,17,0.76,7,0.31,0.18,16,4,47,48.6,20,37,1.66,745,2021,112
153,Adam Armstrong,eng ENG,"FW,MF",Southampton,eng Premier League,27,1997,2,2,3.3,2.3,1.2,3.5,0.29,0.32,25,21,79,25,1.8,7,0.5,0.08,9,8,12,21.4,3,19,1.37,235,599,23
154,Harrison Armstrong,eng ENG,MF,Everton,eng Premier League,17,2007,0,0,0.4,0.4,0.1,0.4,0,0.82,1,1,0,1,1.87,0,0,0,1,0,0,0,0,1,1.87,15,43,2
155,José Arnaiz,es ESP,"FW,MF",Osasuna,es La Liga,29,1995,0,0,0.3,0.3,0.1,0.5,0,0.32,6,4,20,6,4.06,3,2.03,0,3,4,7,57.1,5,9,6.04,55,171,16
156,Hákon Arnar Haraldsson,is ISL,"MF,FW",Lille,fr Ligue 1,21,2003,5,3,3.8,3.8,2.8,6.6,0.41,0.34,52,102,143,35,1.79,13,0.67,0.14,35,42,36,48.5,8,70,3.59,715,2002,71
157,Marko Arnautovi_,at AUT,FW,Inter,it Serie A,35,1989,4,2,3.3,3.3,1.2,4.4,0.98,0.73,4,16,61,14,2.3,6,0.98,0.29,7,8,7,60,1,15,2.46,99,119,10
158,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,30,1994,3,5,0.9,0.9,3.5,4.3,0.31,0.17,9,128,16,27,1.03,12,0.46,0.11,45,19,34,45.5,24,83,3.17,787,1200,154
159,Jann-Fiete Arp,de GER,"FW,MF",Holstein Kiel,de Bundesliga,24,2000,2,0,3.8,2.2,1,3.2,0.13,0.6,14,21,66,20,2.52,9,1.14,0.05,11,12,13,30.8,3,33,4.17,158,344,21
160,Sergio Arribas,es ESP,DF,Betis,es La Liga,21,2003,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,,0,0,7,85.7,3,0,0,33,75,3
161,Kepa Arrizabalaga,es ESP,GK,Bournemouth,eng Premier League,29,1994,0,0,0.1,0.1,0,0.1,0,0,0,2,0,1,0.03,0,0,0,1,0,1,0,0,4,0.13,621,1797,56
162,Arthur,br BRA,DF,Leverkusen,de Bundesliga,21,2003,0,1,0.1,0.1,0.4,0.4,0.12,0.05,15,25,53,1,0.12,0,0,0,2,7,14,50,9,7,0.84,242,698,31
163,Takuma Asano,jp JPN,"FW,MF",Mallorca,es La Liga,29,1994,2,1,2.7,2.7,0.7,3.4,0.26,0.29,28,20,76,28,2.39,8,0.68,0.07,6,3,13,54.5,6,22,1.88,207,589,42
164,Raúl Asencio,es ESP,DF,Real Madrid,es La Liga,21,2003,0,1,0.1,0.1,0.6,0.7,0.05,0.04,5,27,4,3,0.16,1,0.05,0,6,3,22,76.9,16,12,0.65,720,1874,75
165,Marco Asensio,es ESP,MF,Aston Villa,eng Premier League,28,1996,3,1,4.4,2.9,1,3.8,0.48,0.66,22,45,38,22,2.66,9,1.09,0.14,16,11,7,33.3,2,35,4.24,242,682,28
166,Marco Asensio,es ESP,"FW,MF",Paris S-G,fr Ligue 1,28,1996,2,4,5.6,5.6,2.7,8.3,0.87,1.21,19,36,49,26,3.79,14,2.04,0.08,16,4,4,0,0,37,5.39,260,596,18
167,Kristjan Asllani,al ALB,MF,Inter,it Serie A,22,2002,2,2,2.5,0.9,1.9,2.8,0.18,0.39,7,55,20,14,1.28,3,0.27,0,15,18,14,36.4,9,31,2.82,700,1231,49
168,Iago Aspas,es ESP,"FW,MF",Celta Vigo,es La Liga,36,1987,10,5,8.7,4,4.6,8.6,0.52,0.69,50,132,143,46,2.37,18,0.93,0.11,38,35,13,40,8,74,3.82,724,1573,55
169,Yaser Asprilla,co COL,"FW,MF",Girona,es La Liga,20,2003,3,1,2.1,2.1,2.8,4.9,0.26,0.31,72,77,140,38,2.43,11,0.7,0.08,24,38,22,34.8,7,61,3.91,534,1860,62
170,Lorenz Assignon,tg TOG,"DF,MF",Rennes,fr Ligue 1,24,2000,3,4,2.2,2.2,3.5,5.7,0.27,0.22,98,116,206,22,0.84,5,0.19,0.14,29,28,49,44.2,25,67,2.56,807,3034,110
171,Dehmaine Assoumani,fr FRA,"MF,FW",Nantes,fr Ligue 1,19,2005,0,0,0.1,0.1,0.9,1,0,0.91,4,1,15,3,2.76,2,1.84,0,5,2,6,80,1,7,6.36,48,154,8
172,Valentin Atangana Edoa,fr FRA,MF,Reims,fr Ligue 1,18,2005,1,0,2.5,2.5,1.1,3.6,0.03,0.11,41,93,38,33,1.04,6,0.19,0.03,12,8,69,73.7,37,49,1.55,735,2212,117
173,Arthur Atta,fr FRA,"MF,FW",Udinese,it Serie A,21,2003,0,1,1.3,1.3,1.4,2.8,0.07,0.2,31,57,77,26,1.87,7,0.5,0,18,8,20,66.7,7,46,3.31,515,1219,57
174,Noah Atubolu,de GER,GK,Freiburg,de Bundesliga,22,2002,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,,0,1,0,,0,6,0.23,680,1803,53
175,Emil Audero,id IDN,GK,Como,it Serie A,27,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,177,476,12
176,Tommaso Augello,it ITA,DF,Cagliari,it Serie A,29,1994,0,7,0.3,0.3,4.6,4.9,0.23,0.16,58,118,113,8,0.27,0,0,0,39,38,49,69.8,16,73,2.42,882,2239,135
177,Carlos Augusto,br BRA,DF,Inter,it Serie A,25,1999,3,2,2.8,2.8,1.6,4.4,0.27,0.23,31,80,83,24,1.28,6,0.32,0.13,9,12,29,63.2,9,24,1.28,837,1960,70
178,Yann Aurel Bisseck,de GER,DF,Inter,it Serie A,23,2000,3,2,2.6,2.6,0.9,3.4,0.27,0.19,32,93,44,21,1.15,5,0.27,0.14,7,7,17,68.8,17,20,1.1,998,2687,66
179,Brandon Austin,eng ENG,GK,Tottenham,eng Premier League,25,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,22,46,1
180,Ezequiel _vila,ar ARG,FW,Betis,es La Liga,30,1994,2,0,1.5,1.5,1,2.5,0.27,0.34,12,18,48,20,2.66,10,1.33,0.1,15,11,8,40,2,31,4.12,173,334,28
181,Taiwo Awoniyi,ng NGA,FW,Nott'ham Forest,eng Premier League,26,1997,1,0,2.1,2.1,0.1,2.2,0.22,0.48,6,7,20,10,2.16,4,0.87,0.1,2,2,6,80,0,9,1.95,90,183,18
182,Yasin Ayari,se SWE,MF,Brighton,eng Premier League,20,2003,2,1,2.4,2.4,2.3,4.8,0.14,0.22,30,75,61,28,1.28,8,0.37,0.07,30,18,59,46.4,20,61,2.79,655,1466,118
183,Florian Ayé,fr FRA,FW,Auxerre,fr Ligue 1,27,1997,2,0,1.9,1.9,0.1,2,0.31,0.32,5,7,30,12,1.88,3,0.47,0.17,3,2,2,0,7,5,0.78,89,147,14
184,André Ayew,gh GHA,FW,Le Havre,fr Ligue 1,34,1989,4,1,4.3,4.3,0.2,4.6,0.31,0.28,5,18,43,22,1.36,9,0.56,0.18,8,3,18,53.8,3,20,1.24,159,164,26
185,Jordan Ayew,gh GHA,"FW,MF",Crystal Palace,eng Premier League,32,1991,0,0,0.5,0.5,0,0.5,0,2.17,0,0,1,1,4.29,0,0,0,1,0,1,,0,1,4.29,6,12,1
186,Jordan Ayew,gh GHA,"FW,MF",Leicester City,eng Premier League,32,1991,5,0,3.2,2.4,1.1,3.5,0.22,0.24,49,46,86,31,1.7,8,0.44,0.13,16,14,27,30.4,12,41,2.25,479,1540,93
187,Neil El Aynaoui,fr FRA,MF,Lens,fr Ligue 1,23,2001,8,1,4,1.6,2,3.6,0.34,0.34,11,75,29,16,0.91,7,0.4,0.31,22,7,39,35.3,30,42,2.38,582,1014,90
188,Ayman Azhil,ma MAR,MF,Dortmund,de Bundesliga,23,2001,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0,0,1,,0,0,0,4,0,2
189,Adam Aznou,ma MAR,DF,Valladolid,es La Liga,18,2006,0,0,0.3,0.3,0.3,0.6,0,0.06,16,25,26,4,0.41,1,0.1,0,6,4,28,48.8,10,16,1.64,219,804,56
190,Adam Aznou,ma MAR,DF,Bayern Munich,de Bundesliga,18,2006,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,,0,0,0,,0,0,0,12,16,1
191,César Azpilicueta,es ESP,DF,Atlético Madrid,es La Liga,34,1989,1,0,0.2,0.2,0.1,0.3,0.1,0.03,13,66,20,5,0.51,2,0.21,0.2,3,4,25,73.9,5,8,0.82,432,1318,28
192,Paulo Azzi,br BRA,DF,Cagliari,it Serie A,30,1994,0,0,0.5,0.5,0.9,1.4,0,0.3,15,13,26,8,1.69,3,0.63,0,5,6,11,55.6,5,15,3.17,119,450,24
193,Oussama El Azzouzi,ma MAR,MF,Bologna,it Serie A,23,2001,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,,0,0,0,,2,2,9.47,14,20,1
194,Papa Ba,es ESP,MF,Girona,es La Liga,19,2004,0,0,0,0,0,0,0,0.06,1,0,2,1,1.87,0,0,0,0,0,1,,0,2,3.75,9,24,1
195,Shavy Babicka,ga GAB,"MF,FW",Toulouse,fr Ligue 1,24,2000,4,2,3.9,3.9,1.6,5.5,0.46,0.42,36,21,122,20,1.52,9,0.68,0.2,13,13,21,47.6,3,29,2.2,273,871,54
196,Jacopo Bacci,it ITA,MF,Empoli,it Serie A,19,2005,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,1,100,1,0,0,5,1,0
197,Aliou Badara Baldé,gn GUI,"MF,FW",Bochum,de Bundesliga,21,2002,0,0,0.2,0.2,0.2,0.4,0,0.35,2,1,5,4,3.96,1,0.99,0,2,2,1,,0,3,2.93,30,129,3
198,Loïc Bade,fr FRA,DF,Sevilla,es La Liga,24,2000,1,1,0.6,0.6,0.7,1.3,0.07,0.04,11,62,6,13,0.44,4,0.13,0.08,4,3,47,74.2,29,23,0.77,1173,2853,138
199,Milan Badelj,hr CRO,MF,Genoa,it Serie A,35,1989,1,0,1,1,1.1,2.1,0.06,0.13,8,83,14,14,0.86,2,0.12,0.07,12,10,29,42.9,20,26,1.59,499,803,74
200,Benoît Badiashile,fr FRA,DF,Chelsea,eng Premier League,23,2001,0,0,0,0,0,0,0,0,3,17,2,0,0,0,0,,0,1,9,80,6,0,0,177,340,18
201,Alex Baena,es ESP,"MF,FW",Villarreal,es La Liga,23,2001,7,9,7.1,6.3,11.7,18.1,0.55,0.65,91,189,154,69,2.39,17,0.59,0.1,95,72,28,25.6,22,169,5.86,895,3201,140
202,Juma Bah,sl SLE,DF,Valladolid,es La Liga,18,2006,0,0,0.3,0.3,0,0.3,0,0.03,0,13,1,3,0.31,1,0.1,0,1,0,10,60,12,2,0.21,265,459,35
203,Juma Bah,sl SLE,DF,Lens,fr Ligue 1,18,2006,0,0,0.1,0.1,0.2,0.3,0,0.03,3,9,1,2,0.26,1,0.13,0,2,0,16,71.4,17,7,0.92,265,345,37
204,Leon Bailey,jm JAM,"FW,MF",Aston Villa,eng Premier League,26,1997,1,2,1.7,1.7,1.5,3.3,0.24,0.26,58,35,121,28,2.21,6,0.47,0.04,16,20,7,27.3,3,38,3.01,348,1371,59
205,Eric Bailly,ci CIV,DF,Villarreal,es La Liga,30,1994,0,0,0.3,0.3,0,0.3,0,0.05,1,18,0,4,0.58,0,0,0,0,0,12,75,6,2,0.29,200,519,19
206,Theo Bair,ca CAN,FW,Auxerre,fr Ligue 1,24,1999,2,1,3,3,1.2,4.2,0.29,0.4,15,16,42,26,2.49,13,1.25,0.08,10,0,4,0,3,17,1.63,143,288,15
207,Stefan Bajcetic,es ESP,"MF,DF",Las Palmas,es La Liga,19,2004,1,0,0.3,0.3,0.2,0.5,0.09,0.05,8,39,9,5,0.46,2,0.19,0.2,7,8,29,42.9,15,14,1.3,238,538,61
208,Cédric Bakambu,cd COD,FW,Betis,es La Liga,33,1991,2,2,3.2,3.2,0.6,3.7,0.51,0.47,9,14,43,24,3.04,11,1.39,0.08,8,5,6,42.9,0,11,1.39,113,274,25
209,Mitchel Bakker,nl NED,MF,Atalanta,it Serie A,24,2000,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,0,0,1,100,0,0,0,6,15,2
210,Mitchel Bakker,nl NED,"FW,DF",Lille,fr Ligue 1,24,2000,3,2,3,3,2.7,5.6,0.4,0.44,43,57,120,23,1.82,10,0.79,0.13,23,27,23,52.6,12,40,3.13,439,1132,46
211,Darryl Bakola,fr FRA,"DF,MF",Marseille,fr Ligue 1,16,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,,0,0,0,9,23,1
212,Ridle Baku,de GER,"FW,MF",Wolfsburg,de Bundesliga,26,1998,2,1,1.5,1.5,1.3,2.7,0.23,0.21,16,44,78,18,1.38,6,0.46,0.11,13,14,23,42.1,15,31,2.38,352,643,68
213,Ridle Baku,de GER,"DF,MF",RB Leipzig,de Bundesliga,26,1998,2,3,1.4,1.4,1.5,2.9,0.35,0.2,21,41,97,17,1.2,5,0.35,0.12,14,17,24,39.1,9,30,2.12,383,863,45
214,Dilane Bakwa,fr FRA,"MF,DF",Strasbourg,fr Ligue 1,21,2002,6,8,4.7,4.7,6.6,11.3,0.5,0.41,107,129,249,52,1.87,22,0.79,0.12,47,40,26,50,15,110,3.97,890,2934,92
215,Tommaso Baldanzi,it ITA,"MF,FW",Roma,it Serie A,21,2003,1,1,1.4,1.4,1,2.4,0.22,0.26,39,23,57,20,2.16,4,0.43,0.05,10,6,12,33.3,6,36,3.89,292,994,48
216,Alejandro Balde,es ESP,DF,Barcelona,es La Liga,20,2003,0,4,0.5,0.5,3.4,3.9,0.16,0.15,107,93,246,12,0.47,3,0.12,0,26,39,18,64.7,5,76,2.99,1075,3463,122
217,Keita Baldé,sn SEN,FW,Monza,it Serie A,29,1995,2,0,1.1,1.1,0.2,1.2,0.28,0.18,19,35,29,14,1.97,5,0.71,0.14,4,8,1,50,2,21,2.97,216,631,12
218,Carlos Baleba,cm CMR,MF,Brighton,eng Premier League,20,2004,3,1,3.1,3.1,1.3,4.4,0.14,0.15,43,118,29,44,1.49,11,0.37,0.07,21,23,79,60,46,66,2.23,971,2810,197
219,Leonardo Balerdi,ar ARG,DF,Marseille,fr Ligue 1,25,1999,0,0,0.9,0.9,0.7,1.7,0,0.07,13,105,5,15,0.59,1,0.04,0,8,6,54,57.4,38,27,1.07,1752,4916,161
220,Iván Balliu,al ALB,DF,Rayo Vallecano,es La Liga,32,1992,0,0,0,0,0.5,0.5,0,0.04,8,46,21,1,0.07,0,0,0,7,6,17,33.3,13,19,1.43,326,441,39
221,Fodé Ballo-Touré,sn SEN,"DF,MF",Le Havre,fr Ligue 1,27,1997,0,0,0,0,0.1,0.1,0,0.02,15,13,14,0,0,0,0,,1,2,8,55.6,4,4,0.61,163,547,31
222,Botond Balogh,hu HUN,DF,Parma,it Serie A,22,2002,0,1,0.4,0.4,0.1,0.5,0.04,0.02,7,37,1,3,0.13,0,0,0,2,0,36,71.4,25,8,0.35,621,1401,64
223,Folarin Balogun,us USA,FW,Monaco,fr Ligue 1,23,2001,4,0,4.8,4.8,0.9,5.6,0.59,0.82,21,9,73,31,4.54,10,1.46,0.13,6,1,1,0,1,19,2.78,143,408,15
224,Mario Balotelli,it ITA,"FW,MF",Genoa,it Serie A,33,1990,0,0,0,0,0,0,0,0.07,0,1,5,2,2.9,0,0,0,0,0,0,,0,0,0,10,23,1
225,Abdoulaye Bamba,ci CIV,DF,Angers,fr Ligue 1,34,1990,0,0,0.1,0.1,0.3,0.4,0,0.02,1,16,3,1,0.06,0,0,0,6,4,22,73.7,19,10,0.6,408,641,47
226,Jonathan Bamba,ci CIV,"FW,MF",Celta Vigo,es La Liga,28,1996,0,1,0.8,0.8,1.8,2.6,0.11,0.29,31,30,71,13,1.44,6,0.67,0,12,13,12,41.7,5,28,3.11,307,936,52
227,Mohamed Bamba,ci CIV,MF,Reims,fr Ligue 1,19,2004,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,,0,0,0,0,0,0,0,14,18,0
228,Samuel Bamba,de GER,"FW,MF",Bochum,de Bundesliga,20,2004,0,0,0.1,0.1,0,0.1,0,0.45,3,5,8,2,6.67,1,3.33,0,1,4,1,,0,2,6.67,20,69,2
229,Lameck Banda,zm ZAM,"FW,MF",Lecce,it Serie A,23,2001,0,1,1.2,1.2,1.1,2.3,0.15,0.34,27,7,46,17,2.51,4,0.59,0,11,8,8,25,2,23,3.39,169,859,30
230,Daniel Bandeira,pt POR,MF,Hellas Verona,it Serie A,24,2000,0,0,0,0,0.1,0.2,0,0.04,1,25,4,2,0.44,1,0.22,0,3,1,4,50,6,6,1.33,148,352,36
231,Mattia Bani,it ITA,DF,Genoa,it Serie A,30,1993,0,0,1.2,1.2,0.2,1.4,0,0.08,6,25,3,8,0.48,3,0.18,0,2,2,19,63.6,22,7,0.42,558,1013,60
232,Noahkai Banks,us USA,DF,Augsburg,de Bundesliga,17,2006,0,0,0.1,0.1,0,0.1,0,0.02,2,8,3,1,0.32,0,0,0,0,1,11,42.9,5,1,0.32,123,253,13
233,Scott Banks,sct SCO,"FW,MF",St. Pauli,de Bundesliga,22,2001,0,0,0.3,0.3,0,0.3,0,0.22,3,1,8,3,2.33,0,0,0,0,1,1,0,2,3,2.35,24,63,4
234,Adrian Baquerin,es ESP,FW,Valladolid,es La Liga,17,2007,0,0,0.4,0.4,0,0.4,0,0.71,0,1,0,3,5.51,0,0,0,0,1,1,,0,1,1.87,10,4,1
235,Antonín Barák,cz CZE,MF,Fiorentina,it Serie A,29,1994,0,0,0.1,0.1,0.3,0.4,0,0.6,2,2,5,2,3.33,2,3.33,0,3,1,2,0,0,3,5,20,35,2
236,Federico Barba,it ITA,DF,Como,it Serie A,30,1993,0,0,0.2,0.2,0,0.2,0,0.04,5,25,5,2,0.42,1,0.21,0,0,2,2,25,4,3,0.63,201,567,19
237,Valentín Barco,ar ARG,"DF,FW",Sevilla,es La Liga,20,2004,0,0,0.3,0.3,0.6,0.9,0,0.28,4,13,13,7,2.19,0,0,0,6,3,15,80,2,10,3.12,124,254,16
238,Valentín Barco,ar ARG,"MF,DF",Strasbourg,fr Ligue 1,20,2004,0,2,0.5,0.5,1.5,2,0.16,0.15,20,64,55,10,0.78,1,0.08,0,8,9,36,73.3,13,20,1.56,513,1117,79
239,Bradley Barcola,fr FRA,FW,Paris S-G,fr Ligue 1,21,2002,14,10,13.4,13.4,10.1,23.5,0.99,0.97,137,96,374,74,3.05,38,1.57,0.19,50,51,27,25.8,19,101,4.17,855,3505,67
240,Melvin Bard,fr FRA,"DF,MF",Nice,fr Ligue 1,23,2000,2,1,2.2,2.2,1.9,4.1,0.14,0.19,53,88,95,23,1.07,8,0.37,0.09,15,26,53,57.1,29,49,2.28,778,2686,124
241,Nicolò Barella,it ITA,MF,Inter,it Serie A,27,1997,3,6,2.2,2.2,4.5,6.7,0.32,0.24,63,235,133,43,1.55,9,0.32,0.07,55,54,50,44.1,12,112,4.07,1393,3158,165
242,Gabriel Bares,ch SUI,"MF,DF",Montpellier,fr Ligue 1,23,2000,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,,0,0,2,50,1,0,0,27,31,1
243,Borna Bariši_,hr CRO,DF,Leganés,es La Liga,31,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,2,1,0
244,Téo Barisic,fr FRA,DF,Lyon,fr Ligue 1,19,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,1,0,0
245,Kike Barja,es ESP,"FW,MF",Osasuna,es La Liga,27,1997,0,1,0.2,0.2,1.2,1.4,0.29,0.39,22,4,39,4,1.14,1,0.29,0,10,8,5,50,3,18,5.14,102,384,10
246,Ross Barkley,eng ENG,MF,Aston Villa,eng Premier League,30,1993,3,1,1.8,1.8,0.6,2.4,0.62,0.37,15,36,10,16,2.48,5,0.77,0.19,9,6,14,64.3,10,18,2.78,277,733,43
247,Aymen Barkok,ma MAR,MF,Mainz 05,de Bundesliga,26,1998,0,0,0,0,0.1,0.1,0,0.17,2,5,6,0,0,0,0,,1,3,2,100,2,2,2.47,22,75,4
248,Harvey Barnes,eng ENG,FW,Newcastle Utd,eng Premier League,26,1997,9,4,7.2,7.2,4,11.2,0.67,0.57,93,83,192,63,3.23,20,1.03,0.14,26,41,16,27.3,6,64,3.27,561,2467,55
249,Enzo Barrenechea,ar ARG,MF,Valencia,es La Liga,23,2001,1,2,1.3,1.3,0.9,2.3,0.12,0.09,21,126,16,16,0.66,3,0.12,0.06,15,7,57,69.6,28,44,1.81,762,1515,117
250,Ander Barrenetxea,es ESP,"MF,FW",Real Sociedad,es La Liga,22,2001,1,3,1.6,1.6,1.9,3.6,0.29,0.26,43,48,152,25,1.78,8,0.57,0.04,16,22,26,26.1,11,42,2.99,470,1239,88
251,Pablo Barrios,es ESP,MF,Atlético Madrid,es La Liga,21,2003,1,4,1.3,1.3,2.4,3.7,0.19,0.14,29,142,69,29,1.12,8,0.31,0.03,26,24,46,48.9,34,66,2.55,1119,2315,131
252,Thierno Barry,fr FRA,FW,Villarreal,es La Liga,21,2002,11,4,12.5,11.7,2.9,14.6,0.54,0.6,44,27,124,71,2.75,24,0.93,0.14,23,12,11,40,0,46,1.78,347,1041,36
253,Davide Bartesaghi,it ITA,DF,Milan,it Serie A,18,2005,0,0,0,0,0.1,0.1,0,0.09,2,2,17,1,0.76,1,0.76,0,2,3,4,100,3,2,1.53,55,121,2
254,Marc Bartra,es ESP,DF,Betis,es La Liga,33,1991,2,1,1.2,1.2,0.2,1.4,0.13,0.06,7,68,1,18,0.77,5,0.21,0.11,4,5,33,57.7,33,13,0.56,804,2534,88
255,Federico Baschirotto,it ITA,DF,Lecce,it Serie A,27,1996,2,0,1.2,1.2,0.2,1.4,0.05,0.04,13,71,5,22,0.58,8,0.21,0.09,4,5,37,78.6,23,17,0.45,940,2500,93
256,Daniele Baselli,it ITA,MF,Como,it Serie A,32,1992,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,,0,0,0,,1,0,0,22,45,0
257,Calvin Bassey,ng NGA,DF,Fulham,eng Premier League,24,1999,1,0,1,1,0.1,1.2,0.03,0.03,39,116,15,14,0.41,4,0.12,0.07,3,3,54,71,20,23,0.67,1571,4940,168
258,Aboubacar Bassinga,ci CIV,MF,Las Palmas,es La Liga,19,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,3,4,0
259,Alessandro Bastoni,it ITA,DF,Inter,it Serie A,25,1999,1,5,0.8,0.8,2.3,3.2,0.22,0.12,62,162,83,13,0.49,2,0.07,0.08,27,49,46,66.7,22,71,2.66,1633,4995,96
260,Augusto Batalla,ar ARG,GK,Rayo Vallecano,es La Liga,28,1996,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,,1,1,4,66.7,0,7,0.22,769,2275,49
261,Michy Batshuayi,be BEL,FW,Eint Frankfurt,de Bundesliga,30,1993,3,0,1.2,1.2,0,1.3,0.9,0.38,3,8,15,5,1.5,3,0.9,0.6,1,2,1,100,1,4,1.2,60,103,10
